2018-07-31 18:55:38, 66; 
2018-07-31 18:55:39, 66; 
2018-07-31 18:55:40, 66; 
2018-07-31 18:55:41, 66; 
2018-07-31 18:55:42, 66; 
2018-07-31 18:55:43, 66; 
2018-07-31 18:55:44, 66; 
2018-07-31 18:55:45, 66; 
2018-07-31 18:55:46, 66; 
2018-07-31 18:55:46, 66; 
2018-07-31 18:55:47, 66; 
2018-07-31 18:55:49, 66; 
2018-07-31 18:55:50, 66; 
2018-07-31 18:55:51, 66; 
2018-07-31 18:55:51, 66; 
2018-07-31 18:55:52, 66; 
2018-07-31 18:55:53, 66; 
2018-07-31 18:55:54, 66; 
2018-07-31 18:55:55, 66; 
2018-07-31 18:55:56, 66; 
2018-07-31 18:55:57, 66; 
2018-07-31 18:55:58, 68; 
2018-07-31 18:55:59, 66; 
2018-07-31 18:56:00, 66; 
2018-07-31 18:56:01, 67; 
2018-07-31 18:56:02, 67; 
2018-07-31 18:56:03, 68; 
2018-07-31 18:56:04, 73; 
2018-07-31 18:56:05, 73; 
2018-07-31 18:56:06, 75; 
2018-07-31 18:56:07, 75; 
2018-07-31 18:56:08, 75; 
2018-07-31 18:56:09, 75; 
2018-07-31 18:56:10, 75; 
2018-07-31 18:56:11, 76; 
2018-07-31 18:56:12, 83; 
2018-07-31 18:56:13, 83; 
2018-07-31 18:56:14, 81; 
2018-07-31 18:56:15, 81; 
2018-07-31 18:56:16, 81; 
2018-07-31 18:56:17, 81; 
2018-07-31 18:56:18, 78; 
2018-07-31 18:56:19, 77; 
2018-07-31 18:56:20, 76; 
2018-07-31 18:56:21, 75; 
2018-07-31 18:56:22, 74; 
2018-07-31 18:56:23, 75; 
2018-07-31 18:56:24, 80; 
2018-07-31 18:56:25, 78; 
2018-07-31 18:56:26, 77; 
2018-07-31 18:56:27, 81; 
2018-07-31 18:56:28, 83; 
2018-07-31 18:56:29, 84; 
2018-07-31 18:56:30, 84; 
2018-07-31 18:56:31, 83; 
2018-07-31 18:56:32, 82; 
2018-07-31 18:56:33, 68; 
2018-07-31 18:56:34, 68; 
2018-07-31 18:56:35, 74; 
2018-07-31 18:56:36, 75; 
2018-07-31 18:56:37, 78; 
2018-07-31 18:56:38, 77; 
2018-07-31 18:56:39, 85; 
2018-07-31 18:56:40, 85; 
2018-07-31 18:56:41, 84; 
2018-07-31 18:56:42, 82; 
2018-07-31 18:56:43, 81; 
2018-07-31 18:56:44, 82; 
2018-07-31 18:56:45, 82; 
2018-07-31 18:56:46, 82; 
2018-07-31 18:56:47, 81; 
2018-07-31 18:56:48, 80; 
2018-07-31 18:56:49, 80; 
2018-07-31 18:56:50, 80; 
2018-07-31 18:56:51, 80; 
2018-07-31 18:56:52, 80; 
2018-07-31 18:56:53, 90; 
2018-07-31 18:56:54, 90; 
2018-07-31 18:56:55, 87; 
2018-07-31 18:56:56, 86; 
2018-07-31 18:56:57, 85; 
2018-07-31 18:56:58, 82; 
2018-07-31 18:56:59, 81; 
2018-07-31 18:57:00, 84; 
2018-07-31 18:57:01, 87; 
2018-07-31 18:57:02, 89; 
2018-07-31 18:57:03, 87; 
2018-07-31 18:57:04, 86; 
2018-07-31 18:57:05, 84; 
2018-07-31 18:57:06, 81; 
2018-07-31 18:57:07, 81; 
2018-07-31 18:57:08, 80; 
2018-07-31 18:57:09, 79; 
2018-07-31 18:57:10, 83; 
2018-07-31 18:57:11, 81; 
2018-07-31 18:57:12, 87; 
2018-07-31 18:57:13, 88; 
2018-07-31 18:57:14, 87; 
2018-07-31 18:57:15, 86; 
2018-07-31 18:57:16, 86; 
2018-07-31 18:57:17, 86; 
2018-07-31 18:57:18, 86; 
2018-07-31 18:57:19, 86; 
2018-07-31 18:57:20, 86; 
2018-07-31 18:57:21, 86; 
2018-07-31 18:57:22, 80; 
2018-07-31 18:57:23, 80; 
2018-07-31 18:57:24, 79; 
2018-07-31 18:57:25, 77; 
2018-07-31 18:57:26, 76; 
2018-07-31 18:57:27, 76; 
2018-07-31 18:57:28, 76; 
2018-07-31 18:57:29, 76; 
2018-07-31 18:57:30, 78; 
2018-07-31 18:57:31, 77; 
2018-07-31 18:57:32, 79; 
2018-07-31 18:57:33, 78; 
2018-07-31 18:57:34, 79; 
2018-07-31 18:57:35, 79; 
2018-07-31 18:57:36, 76; 
2018-07-31 18:57:37, 76; 
2018-07-31 18:57:38, 76; 
2018-07-31 18:57:39, 78; 
2018-07-31 18:57:40, 77; 
2018-07-31 18:57:41, 77; 
2018-07-31 18:57:42, 77; 
2018-07-31 18:57:43, 77; 
2018-07-31 18:57:44, 85; 
2018-07-31 18:57:45, 85; 
2018-07-31 18:57:46, 85; 
2018-07-31 18:57:47, 85; 
2018-07-31 18:57:48, 84; 
2018-07-31 18:57:49, 85; 
2018-07-31 18:57:50, 85; 
2018-07-31 18:57:51, 84; 
2018-07-31 18:57:52, 83; 
2018-07-31 18:57:53, 82; 
2018-07-31 18:57:54, 82; 
2018-07-31 18:57:55, 83; 
2018-07-31 18:57:56, 82; 
2018-07-31 18:57:57, 85; 
2018-07-31 18:57:58, 86; 
2018-07-31 18:57:59, 90; 
2018-07-31 18:58:00, 89; 
2018-07-31 18:58:01, 88; 
2018-07-31 18:58:02, 85; 
2018-07-31 18:58:03, 85; 
2018-07-31 18:58:04, 84; 
2018-07-31 18:58:05, 83; 
2018-07-31 18:58:06, 83; 
2018-07-31 18:58:07, 84; 
2018-07-31 18:58:08, 88; 
2018-07-31 18:58:09, 88; 
2018-07-31 18:58:10, 88; 
2018-07-31 18:58:11, 91; 
2018-07-31 18:58:12, 90; 
2018-07-31 18:58:13, 90; 
2018-07-31 18:58:14, 92; 
2018-07-31 18:58:15, 90; 
2018-07-31 18:58:16, 92; 
2018-07-31 18:58:17, 90; 
2018-07-31 18:58:18, 89; 
2018-07-31 18:58:19, 89; 
